,classification_fixed_id,base_pay_rate_id,base_rate_type,base_rate,calculated_pay_rate_id,calculated_rate_type,calculated_rate,parent_classification_name,classification,classification_level,employee_rate_type_code_x,operative_from,operative_to,version_number,published_year,last_modified_datetime,awards,employee_rate_type_code_y
541,90313,BR102063,Annual,56595.66,CR29735,Weekly,1088.38,,hew level 4.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
542,90328,BR102078,Annual,70460.52,CR29679,Hourly,36.87,,hew level 7.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
543,212,BR89871,Annual,70460.52,CR29713,Weekly,1355.01,,hew level 7.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
544,90328,BR102078,Annual,70460.52,CR29747,Weekly,1355.01,,hew level 7.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
545,92139,BR103435,Annual,70460.52,,,,,hew level 7.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
546,212,BR89871,Annual,70460.52,CR25720,Hourly,35.66,,hew level 7.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
547,90304,BR102054,Annual,50147.1,CR29660,Hourly,26.24,,hew level 2.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,7,AD
548,92115,BR103411,Annual,50147.1,,,,,hew level 2.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,7,AD
549,188,BR89852,Annual,50147.1,CR29694,Weekly,964.37,,hew level 2.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,7,AD
550,188,BR89852,Annual,50147.1,CR25701,Hourly,25.38,,hew level 2.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,7,AD
551,90304,BR102054,Annual,50147.1,CR29728,Weekly,964.37,,hew level 2.1,1.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,7,AD
552,92153,BR103449,Annual,91450.89,,,,,hew level 10.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
553,226,BR89882,Annual,91450.89,CR29724,Weekly,1758.67,,hew level 10.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
554,226,BR89882,Annual,91450.89,CR25731,Hourly,46.28,,hew level 10.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
555,90342,BR102092,Annual,91450.89,CR29690,Hourly,47.85,,hew level 10.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
556,90342,BR102092,Annual,91450.89,CR29758,Weekly,1758.67,,hew level 10.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
557,92118,BR103414,Annual,51953.78,,,,,hew level 3.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
558,90307,BR102057,Annual,51953.78,CR29730,Weekly,999.11,,hew level 3.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
559,191,BR89854,Annual,51953.78,CR25703,Hourly,26.29,,hew level 3.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
560,90307,BR102057,Annual,51953.78,CR29662,Hourly,27.19,,hew level 3.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
561,191,BR89854,Annual,51953.78,CR29696,Weekly,999.11,,hew level 3.1,1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
562,90301,BR102051,Annual,48564.68,CR29658,Hourly,25.41,,hew level 1.2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,7,AD
563,185,BR89850,Annual,48564.68,CR25699,Hourly,24.58,,hew level 1.2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,7,AD
564,185,BR89850,Annual,48564.68,CR29692,Weekly,933.94,,hew level 1.2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,7,AD
565,92112,BR103408,Annual,48564.68,,,,,hew level 1.2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,7,AD
566,90301,BR102051,Annual,48564.68,CR29726,Weekly,933.94,,hew level 1.2,2.0,AD,2023-07-01,,3.0,2023,2023-06-02T08:37:38+00:00,7,AD
567,208,BR89868,Annual,66755.69,CR29710,Weekly,1283.76,,hew level 6.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
568,90324,BR102074,Annual,66755.69,CR29676,Hourly,34.93,,hew level 6.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
569,208,BR89868,Annual,66755.69,CR25717,Hourly,33.78,,hew level 6.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
570,92135,BR103431,Annual,66755.69,,,,,hew level 6.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
571,90324,BR102074,Annual,66755.69,CR29744,Weekly,1283.76,,hew level 6.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
572,213,BR89872,Annual,71959.84,CR29714,Weekly,1383.84,,hew level 7.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
573,213,BR89872,Annual,71959.84,CR25721,Hourly,36.42,,hew level 7.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
574,92140,BR103436,Annual,71959.84,,,,,hew level 7.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
575,90329,BR102079,Annual,71959.84,CR29748,Weekly,1383.84,,hew level 7.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
576,90329,BR102079,Annual,71959.84,CR29680,Hourly,37.66,,hew level 7.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
577,90308,BR102058,Annual,52853.36,CR29663,Hourly,27.66,,hew level 3.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
578,90308,BR102058,Annual,52853.36,CR29731,Weekly,1016.41,,hew level 3.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
579,192,BR89855,Annual,52853.36,CR25704,Hourly,26.75,,hew level 3.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
580,192,BR89855,Annual,52853.36,CR29697,Weekly,1016.41,,hew level 3.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
581,92119,BR103415,Annual,52853.36,,,,,hew level 3.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
582,198,BR89860,Annual,57645.15,CR25709,Hourly,29.17,,hew level 4.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
583,90314,BR102064,Annual,57645.15,CR29668,Hourly,30.16,,hew level 4.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
584,198,BR89860,Annual,57645.15,CR29702,Weekly,1108.56,,hew level 4.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
585,92125,BR103421,Annual,57645.15,,,,,hew level 4.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
586,90314,BR102064,Annual,57645.15,CR29736,Weekly,1108.56,,hew level 4.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
587,223,BR89880,Annual,88902.1,CR29722,Weekly,1709.66,,hew level 9.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
588,92150,BR103446,Annual,88902.1,,,,,hew level 9.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
589,90339,BR102089,Annual,88902.1,CR29756,Weekly,1709.66,,hew level 9.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
590,223,BR89880,Annual,88902.1,CR25729,Hourly,44.99,,hew level 9.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
591,90339,BR102089,Annual,88902.1,CR29688,Hourly,46.52,,hew level 9.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
592,92116,BR103412,Annual,50896.76,,,,,hew level 2.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
593,90305,BR102055,Annual,50896.76,CR29729,Weekly,978.78,,hew level 2.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
594,189,BR89853,Annual,50896.76,CR25702,Hourly,25.76,,hew level 2.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
595,90305,BR102055,Annual,50896.76,CR29661,Hourly,26.63,,hew level 2.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
596,189,BR89853,Annual,50896.76,CR29695,Weekly,978.78,,hew level 2.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
597,90318,BR102068,Annual,60731.03,CR29739,Weekly,1167.9,,hew level 5.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
598,202,BR89863,Annual,60731.03,CR29705,Weekly,1167.9,,hew level 5.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
599,92129,BR103425,Annual,60731.03,,,,,hew level 5.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
600,202,BR89863,Annual,60731.03,CR25712,Hourly,30.73,,hew level 5.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
601,90318,BR102068,Annual,60731.03,CR29671,Hourly,31.78,,hew level 5.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
602,218,BR89876,Annual,79156.55,CR29718,Weekly,1522.24,,hew level 8.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
603,92145,BR103441,Annual,79156.55,,,,,hew level 8.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
604,90334,BR102084,Annual,79156.55,CR29752,Weekly,1522.24,,hew level 8.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
605,218,BR89876,Annual,79156.55,CR25725,Hourly,40.06,,hew level 8.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
606,90334,BR102084,Annual,79156.55,CR29684,Hourly,41.42,,hew level 8.2,2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
607,90330,BR102080,Annual,73459.15,CR29681,Hourly,38.44,,hew level 7.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
608,214,BR89873,Annual,73459.15,CR29715,Weekly,1412.68,,hew level 7.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
609,214,BR89873,Annual,73459.15,CR25722,Hourly,37.18,,hew level 7.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
610,90330,BR102080,Annual,73459.15,CR29749,Weekly,1412.68,,hew level 7.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
611,92141,BR103437,Annual,73459.15,,,,,hew level 7.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
612,92120,BR103416,Annual,53752.97,,,,,hew level 3.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
613,90309,BR102059,Annual,53752.97,CR29732,Weekly,1033.71,,hew level 3.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
614,193,BR89856,Annual,53752.97,CR29698,Weekly,1033.71,,hew level 3.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
615,193,BR89856,Annual,53752.97,CR25705,Hourly,27.2,,hew level 3.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
616,90309,BR102059,Annual,53752.97,CR29664,Hourly,28.13,,hew level 3.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
617,92130,BR103426,Annual,61538.08,,,,,hew level 5.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
618,90319,BR102069,Annual,61538.08,CR29740,Weekly,1183.42,,hew level 5.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
619,203,BR89864,Annual,61538.08,CR25713,Hourly,31.14,,hew level 5.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
620,203,BR89864,Annual,61538.08,CR29706,Weekly,1183.42,,hew level 5.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
621,90319,BR102069,Annual,61538.08,CR29672,Hourly,32.2,,hew level 5.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
622,209,BR89869,Annual,67829.21,CR25718,Hourly,34.33,,hew level 6.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
623,90325,BR102075,Annual,67829.21,CR29745,Weekly,1304.41,,hew level 6.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
624,92136,BR103432,Annual,67829.21,,,,,hew level 6.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
625,90325,BR102075,Annual,67829.21,CR29677,Hourly,35.49,,hew level 6.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
626,209,BR89869,Annual,67829.21,CR29711,Weekly,1304.41,,hew level 6.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
627,224,BR89881,Annual,91300.99,CR25730,Hourly,46.21,,hew level 9.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
628,90340,BR102090,Annual,91300.99,CR29689,Hourly,47.78,,hew level 9.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
629,90340,BR102090,Annual,91300.99,CR29757,Weekly,1755.79,,hew level 9.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
630,92151,BR103447,Annual,91300.99,,,,,hew level 9.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
631,224,BR89881,Annual,91300.99,CR29723,Weekly,1755.79,,hew level 9.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
632,90302,BR102052,Annual,49281.35,CR29727,Weekly,947.72,,hew level 1.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
633,186,BR89851,Annual,49281.35,CR29693,Weekly,947.72,,hew level 1.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
634,90302,BR102052,Annual,49281.35,CR29659,Hourly,25.79,,hew level 1.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
635,186,BR89851,Annual,49281.35,CR25700,Hourly,24.94,,hew level 1.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
636,92113,BR103409,Annual,49281.35,,,,,hew level 1.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
637,219,BR89877,Annual,81555.44,CR25726,Hourly,41.27,,hew level 8.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
638,90335,BR102085,Annual,81555.44,CR29753,Weekly,1568.37,,hew level 8.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
639,90335,BR102085,Annual,81555.44,CR29685,Hourly,42.68,,hew level 8.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
640,92146,BR103442,Annual,81555.44,,,,,hew level 8.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
641,219,BR89877,Annual,81555.44,CR29719,Weekly,1568.37,,hew level 8.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
642,90315,BR102065,Annual,58694.68,CR29669,Hourly,30.71,,hew level 4.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
643,199,BR89861,Annual,58694.68,CR25710,Hourly,29.7,,hew level 4.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
644,90315,BR102065,Annual,58694.68,CR29737,Weekly,1128.74,,hew level 4.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
645,199,BR89861,Annual,58694.68,CR29703,Weekly,1128.74,,hew level 4.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
646,92126,BR103422,Annual,58694.68,,,,,hew level 4.3,3.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
647,90310,BR102060,Annual,54652.55,CR29733,Weekly,1051.01,,hew level 3.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
648,194,BR89857,Annual,54652.55,CR25706,Hourly,27.66,,hew level 3.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
649,90310,BR102060,Annual,54652.55,CR29665,Hourly,28.6,,hew level 3.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
650,92121,BR103417,Annual,54652.55,,,,,hew level 3.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
651,194,BR89857,Annual,54652.55,CR29699,Weekly,1051.01,,hew level 3.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
652,90320,BR102070,Annual,62767.52,CR29673,Hourly,32.85,,hew level 5.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
653,204,BR89865,Annual,62767.52,CR29707,Weekly,1207.07,,hew level 5.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
654,204,BR89865,Annual,62767.52,CR25714,Hourly,31.77,,hew level 5.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
655,92131,BR103427,Annual,62767.52,,,,,hew level 5.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
656,90320,BR102070,Annual,62767.52,CR29741,Weekly,1207.07,,hew level 5.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
657,90326,BR102076,Annual,69058.65,CR29746,Weekly,1328.05,,hew level 6.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
658,92137,BR103433,Annual,69058.65,,,,,hew level 6.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
659,210,BR89870,Annual,69058.65,CR29712,Weekly,1328.05,,hew level 6.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
660,210,BR89870,Annual,69058.65,CR25719,Hourly,34.95,,hew level 6.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
661,90326,BR102076,Annual,69058.65,CR29678,Hourly,36.14,,hew level 6.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
662,92147,BR103443,Annual,83954.31,,,,,hew level 8.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
663,220,BR89878,Annual,83954.31,CR25727,Hourly,42.49,,hew level 8.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
664,90336,BR102086,Annual,83954.31,CR29754,Weekly,1614.51,,hew level 8.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
665,90336,BR102086,Annual,83954.31,CR29686,Hourly,43.93,,hew level 8.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
666,220,BR89878,Annual,83954.31,CR29720,Weekly,1614.51,,hew level 8.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
667,215,BR89874,Annual,74958.47,CR25723,Hourly,37.93,,hew level 7.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
668,90331,BR102081,Annual,74958.47,CR29682,Hourly,39.22,,hew level 7.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
669,215,BR89874,Annual,74958.47,CR29716,Weekly,1441.51,,hew level 7.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
670,92142,BR103438,Annual,74958.47,,,,,hew level 7.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
671,90331,BR102081,Annual,74958.47,CR29750,Weekly,1441.51,,hew level 7.4,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
672,195,BR89858,Annual,55396.2,CR29700,Weekly,1065.31,,hew level 3.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
673,195,BR89858,Annual,55396.2,CR25707,Hourly,28.03,,hew level 3.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
674,90311,BR102061,Annual,55396.2,CR29734,Weekly,1065.31,,hew level 3.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
675,90311,BR102061,Annual,55396.2,CR29666,Hourly,28.99,,hew level 3.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
676,92122,BR103418,Annual,55396.2,,,,,hew level 3.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
677,90321,BR102071,Annual,63996.96,CR29742,Weekly,1230.71,,hew level 5.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
678,205,BR89866,Annual,63996.96,CR25715,Hourly,32.39,,hew level 5.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
679,90321,BR102071,Annual,63996.96,CR29674,Hourly,33.49,,hew level 5.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
680,92132,BR103428,Annual,63996.96,,,,,hew level 5.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
681,205,BR89866,Annual,63996.96,CR29708,Weekly,1230.71,,hew level 5.5,5.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,7,AD
682,90715,BR102403,Weekly,731.92,,,,,adult apprentice in 1st year,1.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AA
683,90725,BR102409,Weekly,731.92,,,,,adult apprentice in 1st year,1.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AA
684,227,BR89883,Weekly,859.3,CR25732,Hourly,22.61,,stable employee (on commencement with employer),1.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AD
685,90716,BR102404,Weekly,859.3,,,,,adult apprentice in 2nd and subsequent years,2.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AA
686,90729,BR102411,Weekly,859.3,,,,,adult apprentice in 2nd and subsequent years - 2nd and 3rd year,2.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AA
687,228,BR89884,Weekly,882.8,CR25733,Hourly,23.23,,stablehand grade 1 (after 3 months’ continuous employment with the employer),2.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AD
688,90726,BR102410,Weekly,869.16,,,,,adult apprentice in 2nd and subsequent years - 4th year,3.0,AA,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AA
689,229,BR89885,Weekly,914.9,CR25734,Hourly,24.08,,stablehand grade 2 (who has at least 2 years in the industry and whose duties are above those required of a grade 1 employee),3.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,8,AD
690,230,BR89886,Weekly,914.9,CR25735,Hourly,24.08,,track rider,4.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AD
691,231,BR89887,Weekly,995.0,CR25736,Hourly,26.18,,stable foreman,5.0,AD,2023-07-01,,5.0,2023,2023-06-02T08:37:38+00:00,8,AD
692,232,BR89888,Weekly,1026.2,CR25737,Hourly,27.01,,training assistant,6.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AD
693,233,BR89889,Weekly,1085.6,CR25738,Hourly,28.57,,trainer,7.0,AD,2023-07-01,,4.0,2023,2023-06-02T08:37:38+00:00,8,AD
694,90724,BR102408,Weekly,821.94,,,,95,4th year,4.0,AP,2022-07-01,2023-06-30,3.0,2022,2022-06-24T11:31:58+00:00,8,AD
695,90714,BR102402,Weekly,778.68,,,,90,4th year,4.0,AP,2022-07-01,2023-06-30,3.0,2022,2022-06-24T11:31:58+00:00,8,AD
696,87936,BR99840,Hourly,22.49,,,,95% of level 4 adult rate,4th year,4.0,AA,2021-07-01,2022-06-30,3.0,2021,2022-06-12T23:20:59+00:00,18,AD
697,87663,BR99609,Weekly,848.74,,,,Have not completed year 12,4th year,4.0,AP,2022-07-01,2023-06-30,3.0,2022,2022-06-24T11:31:58+00:00,25,AD
698,87755,BR99688,Weekly,848.74,,,,,4th year,4.0,AP,2022-07-01,2023-06-30,3.0,2022,2022-06-24T11:31:58+00:00,25,AD
699,87668,BR99614,Weekly,848.74,,,,Have completed year 12,4th year,4.0,AP,2022-07-01,2023-06-30,3.0,2022,2022-06-24T11:31:58+00:00,25,AD
700,91917,BR103346,Weekly,860.94,,,,Commencing on or after 1 January 2014,4th year,2.0,AA,2021-07-01,2022-06-30,3.0,2021,2022-03-09T13:18:36+00:00,25,AD
701,87749,BR99682,Weekly,811.45,,,,Commencing before 1 January 2014,4th year,4.0,AA,2021-07-01,2022-06-30,3.0,2021,2022-03-09T13:17:31+00:00,25,AD
702,87069,BR99072,Weekly,846.8,,,,,4th year,4.0,AP,2022-07-01,2023-06-30,3.0,2022,2022-07-12T16:32:52+00:00,29,AD
703,86995,BR99007,Ordinary hourly,25.86,,,,,4th year,4.0,AP,2022-07-01,2023-06-30,3.0,2022,2022-06-24T11:31:58+00:00,36,AD
704,86991,BR99003,Ordinary hourly,25.18,,,,,4th year,4.0,AP,2022-07-01,2023-06-30,3.0,2022,2022-06-24T11:31:58+00:00,36,AD
705,87103,BR99106,Ordinary hourly,24.1,,,,,4th year,2.0,AA,2021-07-01,2022-06-30,3.0,2021,2022-06-13T16:20:36+00:00,36,AD
